customerCode,customerName,customerCurrency,salesEmployeeName,paymentTerm,billingAddress,shippingAddress,creationDate,firstInvoiceDate,lastInvoiceDate
AUPRO,AUTOPRO,AUD,Karen Riddell,COD,"Lot2, 11 Shute Harbour, Cannonvale QLD 4802 Australia","Lot2, 11 Shute Harbour, Cannonvale QLD 4802 Australia",9/06/2021,9/06/2021,13/03/2023
AURIZ4,Aurizon Operations Ltd,AUD,Jennifer Chen,Net 30 Days,"PO .Box 456, Brisbane QLD 4001 Australia","Callemondah Drive, Gladstone QLD 4680 Australia",29/06/2020,30/06/2020,15/01/2025
AURSDG,Australian Resource Development Group Pty Limited,AUD,Matt Bellingham,COD,"130 Young Street, Carrington NSW 2294 Australia","130 Young Street, Carrington NSW 2294 Australia",8/12/2021,7/07/2022,7/07/2022
AUSD4,Ausdraulics Holdings Pty Ltd,AUD,Karen Riddell,COD,"PO Box 7361, Garbutt QLD 4814 Australia","39 Carroll Street, Mt Louisa QLD 4814 Australia",29/06/2020,22/01/2021,15/02/2021
AUSGEXP,AusGold Exploration Pty Ltd,AUD,Kurt Schober,Net 30 Days,Perth WA 6850 Australia,Perth WA 6850 Australia,12/11/2024,18/11/2024,18/11/2024
AUSR5,AusRain Irrigation SA,AUD,Karen Riddell,COD,"39-43 Kennett Road, Murray Bridge East SA 5253 Australia","39-43 Kennett Road, Murray Bridge East SA 5253 Australia",19/02/2025,19/02/2025,19/02/2025
AUSRS2,Aus Railway Services Pty Ltd,AUD,Jennifer Chen,COD,"66 Holbeche Road, Arndell Park NSW 2148 Australia","66 Holbeche Road, Arndell Park NSW 2148 Australia",16/04/2025,15/05/2025,15/05/2025
AUSY4,Auxilium Systems Pty Ltd,AUD,Karen Riddell,COD,"Unit 4, 50 Rene Street, Noosaville QLD 4566 Australia","Unit 4, 50 Rene Street, Noosaville QLD 4566 Australia",29/06/2020,,
AVDI4,Advanced Diesel Injection,AUD,Karen Riddell,COD,"Shed 2, 222 Hartley Street, Cairns QLD 4870 Australia","Shed 2, 222 Hartley Street, Cairns QLD 4870 Australia",29/06/2020,7/08/2020,21/05/2024
AVIN6U,Audio Visual Image'Nation Pty Ltd,USD,Jennifer Chen,Net 30 Days,"PO Box 733, Applecross WA 6953 Australia","6 Blaikie Street, Myaree WA 6154 Australia",29/06/2020,6/08/2020,15/12/2020
AVREPF,Aventus Retail Property Fund,AUD,Kurt Schober,Net 30 Days,"33/1 Farrer Place, Sydney NSW 2000 Australia","33/1 Farrer Place, Sydney NSW 2000 Australia",22/03/2022,29/03/2022,24/05/2022
AVTA2U,AVT Australia,USD,Jennifer Chen,COD,"Unit 2, 10 Uralla Road, Port Macquarie NSW 2444 Australia","Unit 2, 10 Uralla Road, Port Macquarie NSW 2444 Australia",29/06/2020,,
AWDI5,AW Diesel,AUD,Karen Riddell,COD,"12 Fifth Street, Wingfield SA 5013 Australia","12 Fifth Street, Wingfield SA 5013 Australia",29/06/2020,,
AWSI2,Awe-Sim Electrical Wholesale,AUD,Jennifer Chen,30 Days EOM,"Unit 1, 86 Heathcote Road, Moorebank NSW 2170 Australia","Unit 1, 86 Heathcote Road, Moorebank NSW 2170 Australia",29/06/2020,,
AXHEU,Axis Health,USD,Jennifer Chen,Net 30 Days,"405-409 Ferntree Gully Road, Mount Waverley VIC 3149 Australia","405-409 Ferntree Gully Road, Mount Waverley VIC 3149 Australia",29/06/2020,31/05/2022,11/03/2024
BAEL4,Burns Auto Electrical Pty Ltd C/- Gibbs Traders,AUD,Karen Riddell,COD,"Unit 46, 38 Kendor Street, Arundel QLD 4214 Australia","Unit 46, 38 Kendor Street, Arundel QLD 4214 Australia",29/06/2020,,
BAES2,BAE Systems Australia Ltd,AUD,Jennifer Chen,COD,"PO Box 1068, Salisbury SA 5108 Australia","Via David Street Rear of 40 River Boulevard, Richmond VIC 3121 Australia",29/06/2020,4/09/2020,4/09/2020
BAES2U,BAE Systems Australia Ltd,USD,Jennifer Chen,Net 30 Days,"PO  Box 1068, Salisbury SA 5108 Australia","Via David Street Rear of 40 River Boulevard, Richmond VIC 3121 Australia",29/06/2020,,
BAGR2,Barrington Group Australia,AUD,Jennifer Chen,Net 30 Days,"PO Box 1223, Castle Hill NSW 1765 Australia","4 Columbia Court, Norwest NSW 2153 Australia",29/06/2020,5/03/2021,25/11/2021
BAIS3,Ballarat Industrial Supplies,AUD,Karen Riddell,Net 30 Days,"PO Box 157, Ballarat VIC 3350 Australia","926 Latrobe Street, Ballarat VIC 3350 Australia",29/06/2020,2/09/2020,31/05/2022
BALOS3,Bapcor Logistics Services Pty Ltd,AUD,Karen Riddell,Net 30 Days,"127 – 139 Link Road, Melbourne Airport VIC 3045 Australia","127 – 139 Link Road, Melbourne Airport VIC 3045 Australia",4/10/2024,7/01/2025,22/07/2025
BANA4,Banana Shire,AUD,Karen Riddell,Net 30 Days,"Po Box 412, Biloela QLD 4715 Australia","25-31 Dunn Street, Biloela QLD 4715 Australia",14/08/2023,11/09/2023,7/04/2025
BASC4,Balone Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 201, St George QLD 4487 Australia","193-199 Grey Street, St George QLD 4487 Australia",25/07/2024,2/08/2024,2/08/2024
BAXT3,Baxters MTQ  Pty Ltd,AUD,Karen Riddell,Net 30 Days,Dandenong South VIC 3175 Australia,"39-43 Deans Ct, Dandenong South VIC 3175 Australia",29/06/2020,30/06/2020,18/11/2024
BBEM7,Briarbanks Engineering & Mechancial,AUD,Karen Riddell,COD,"988 Back Tea Tree Road, Tea Tree  7017 Australia","988 Back Tea Tree Road, Tea Tree  7017 Australia",27/06/2025,27/06/2025,27/06/2025
BBRC8A,Home-Co Peninsula Home,AUD,Kurt Schober,Net 30 Days,"Level 29, 120 Collins Street, MELBOURNE VIC 3000 Australia","1128-1132 Nepean Highway, Mornington VIC 3931 Australia",29/06/2020,1/07/2020,28/07/2025
BBRC8B,HomeCo. Sunshine,AUD,Kurt Schober,Net 30 Days,"Level 29, 120 Collins Street, MELBOURNE VIC 3000 Australia","Sunshine Coast Home, Maroochydore QLD 4558 Australia",29/06/2020,30/06/2020,15/06/2022
BBRC8C,Home-Co. Midland,AUD,Kurt Schober,Net 30 Days,"GPO Box 167, ADELAIDE SA 5001 Australia","4 Clayton Street, Midland WA 6056 Australia",29/06/2020,30/06/2020,16/10/2023
BBRC8D,Home-Co Jindalee Home,AUD,Kurt Schober,Net 30 Days,"GPO Box 146, BRISBANE QLD 4001 Australia","34 Goggs Road, Jindalee QLD 4074 Australia",29/06/2020,28/08/2020,7/08/2024
BBRC8E,Aventus Tweed Unit Trust,AUD,Kurt Schober,30 Days EOM,Australia,Australia,29/06/2020,,
BBRC8F,Home-Co Kotara,AUD,Kurt Schober,Net 30 Days,"C/- Knight Frank Australia Pty Ltd GPO Box 187, SYDNEY NSW 2001 Australia","150 Park Avenue, Kotara NSW  Australia",29/06/2020,28/07/2020,22/07/2025
BBRC8G,Home-Co Caringbah,AUD,Kurt Schober,Net 30 Days,"220 Taren Point Road, Caringbah NSW 2229 Australia","220 Taren Point Road, Caringbah NSW 2229 Australia",29/06/2020,31/07/2020,3/02/2023
BBRC8H,Aventus Sunshine Coast,AUD,Kurt Schober,Net 30 Days,Australia,Australia,29/06/2020,30/06/2020,30/06/2020
BBRC8I,HomeCo. Cranbourne,AUD,Kurt Schober,Net 30 Days,"Level 29, 120 Collins Street, Melbourne VIC 3000 Australia","398 South Gippsland Highway, Cranbourne VIC 3977 Australia",29/06/2020,31/07/2020,1/08/2025
BBRC8J,Home-Co Mile End,AUD,Kurt Schober,Net 30 Days,"GPO Box 167, ADELAIDE SA 5001 Australia","121-150 Railway Terrace, MILE END SOUTH SA 5031 Australia",29/06/2020,30/06/2020,15/06/2025
BBRC8K,Home-Co Epping Hub,AUD,Kurt Schober,Net 30 Days,"560-650 High Street, Epping VIC  Australia","560-650 High Street, Epping VIC  Australia",29/06/2020,30/06/2020,7/06/2022
BBRC8L,Home-Co Ballarat,AUD,Kurt Schober,Net 30 Days,"Level 29 120 Collins Street, Melbourne VIC 3000 Australia","333 Gillies Street, North Wendouree VIC 3355 Australia",29/06/2020,30/06/2020,14/11/2024
BBRC8M,Home-Co Tuggerah,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, SYDNEY NSW 2001 Australia","Cnr Wyong Road & Bryant Dr, Tuggerah NSW 2259 Australia",29/06/2020,15/07/2020,23/07/2025
BBRC8N,McGraths Hill,AUD,Kurt Schober,Net 30 Days,"Level 7, 14 Martin Place, Sydney NSW 2000 Australia","264-272 Windsor Road, McGraths Hill NSW 2756 Australia",29/06/2020,30/06/2020,10/06/2025
BBRC8O,Home-Co Warners Bay,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, SYDNEY NSW 2001 Australia","240 Hillsborough Road, Warners Bay NSW 2282 Australia",29/06/2020,28/07/2020,28/07/2025
BBRC8Q,Home-Co Bankstown Home,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, Sydney NSW 2001 Australia","9-67 Chapel Road, Bankstown NSW 2200 Australia",29/06/2020,30/06/2020,23/07/2025
BBRC8R,Aventus Logan Unit Trust,AUD,Kurt Schober,Net 30 Days,"3525 Pacific Highway, Slacks Creek QLD 4127 Australia","3525 Pacific Highway, Slacks Creek QLD 4127 Australia",29/06/2020,30/06/2020,29/05/2024
BBRC8S,Aventus Macgregor Unit Trust,AUD,Kurt Schober,Net 30 Days,"3525 Pacific Hwy, Slacks Creek QLD 4127 Australia","555 Kessels Road, Macgregor QLD 4109 Australia",29/06/2020,25/03/2021,25/03/2021
BBRC8T,Home-Co Belrose,AUD,Kurt Schober,Net 30 Days,"Level 2,  4-6 Niangala Close, Belrose NSW 2085 Australia","4-6 Niangala Close, Belrose NSW 2085 Australia",29/06/2020,6/07/2020,3/08/2022
BBRC8U,Home-Co Highlands,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, Sydney NSW 2001 Australia","205 Old Hume Highway, Mittagong NSW 2575 Australia",29/06/2020,8/08/2020,22/07/2024
BBRC8W,Home-Co Marsden Park Home,AUD,Kurt Schober,Net 30 Days,"GPO Box 187, Sydney NSW 2001 Australia","9 Hollinsworth Road, Marsden Park NSW 2765 Australia",29/06/2020,30/06/2020,20/06/2025
BBRC8X,Calardu Maroochydore Homemaker Centre,AUD,Kurt Schober,Net 30 Days,"Locked Bag 2003, Archerfield QLD 4108 Australia","11/55 Maroochydore Blvd, Maroochydore QLD 4558 Australia",23/06/2021,28/09/2021,18/11/2024
BBSC8,Baw Baw Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 304, Warragul VIC 3820 Australia","33 Young Street, Drouin VIC 3818 Australia",29/06/2020,20/04/2023,20/04/2023
BCCO8,Bathurst Regional Council,AUD,Karen Riddell,Net 30 Days,"Private Mail Bag 17, Bathurst NSW 2795 Australia","101 Peel Street, Bathurst NSW 2795 Australia",29/06/2020,10/09/2020,8/02/2024
BCCO8A,BLACKTOWN CITY COUNCIL,AUD,Karen Riddell,Net 30 Days,"62 Flushcombe Road, Blacktown NSW 2148 Australia","62 Flushcombe Road, Blacktown NSW 2148 Australia",1/07/2020,30/06/2020,20/06/2024
BCIC8,Belmont Citi Ctr.Partnership,AUD,Kurt Schober,Net 30 Days,"Macquarie Street, Belmont. Lake Macquarie City Council. Hunter NSW 2280 Australia","Macquarie Street, Belmont NSW 2280 Australia",29/06/2020,5/11/2020,5/11/2020
BDMA6,Blue Diamond Machinery,AUD,Karen Riddell,COD,"9 Valentine St, Kewdale WA 6105 Australia","9 Valentine St, Kewdale WA 6105 Australia",29/06/2020,1/09/2020,29/10/2020
BECA2,B E Campbell (NSW) Pty Ltd,AUD,Kurt Schober,Net 30 Days,"144 Newton Road, Wetherill Park NSW 2164 Australia","144 Newton Road, Wetherill Park NSW 2164 Australia",29/06/2020,3/11/2020,24/10/2024
BECE6,BEC Engineering Pty Ltd,AUD,Jennifer Chen,30 Days EOM,"PO Box 8071, South Perth WA 6151 Australia","PO Box 8071, South Perth WA 6151 Australia",29/06/2020,,
BEEN3,Bell Environmental,AUD,Jennifer Chen,COD,"68 Berkshire Road, Sunshine North VIC 3020 Australia","68 Berkshire Road, Sunshine North VIC 3020 Australia",29/06/2020,4/08/2020,15/07/2025
BEFR8,Best Friends Stores Pty Ltd,AUD,Kurt Schober,30 Days EOM,Australia,Australia,29/06/2020,30/06/2020,30/06/2020
BEMA3,Bendigo Marketplace,AUD,Kurt Schober,Net 30 Days,"Locked Bag 2003, Bendigo VIC 3550 Australia","116-120 Mitchell Street, Bendigo VIC 3550 Australia",29/06/2020,,
BERT4,Bertrand Export QLD Pty Ltd,AUD,Karen Riddell,COD,"Brisbane Markets, Rocklea QLD 4106 Australia","Unit 2, 12 Selhurst Street, Coopers Plains QLD 4108 Australia",20/10/2021,20/10/2021,10/03/2025
BEVI8,GREEN 88 NO2 PTY LTD,AUD,Kurt Schober,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
BFPE4,BFP Engineering,AUD,Karen Riddell,COD,"15-17 Neon Street, Narangba QLD 4504 Australia","15-17 Neon Street, Narangba QLD 4504 Australia",6/09/2022,6/09/2022,6/09/2022
BHCC2,Broken Hill City Council,AUD,Karen Riddell,COD,"PO Box 448, Broken Hill NSW 2880 Australia","240 Blende Street, Broken Hill NSW 2880 Australia",29/06/2020,21/09/2022,21/09/2022
BHPMAC,BHP - Mt. Arthur Coal,AUD,Matt Bellingham,COD,"Thomas Mitchell Drive, Muswellbrook NSW 2333 Australia","Thomas Mitchell Drive, Muswellbrook NSW 2333 Australia",1/02/2023,2/06/2023,2/06/2023
BHPPH6,BHP Iron Ore Nelson Point,AUD,Jennifer Chen,COD,"7 Wilson Street, Port Hedland WA 6721 Australia","7 Wilson Street, Port Hedland WA 6721 Australia",29/06/2020,,
BHPS2,Bluescope Steel Limited,AUD,Jennifer Chen,Net 30 Days,"Vendor # 103364 GPO Box 1698, Adelaide SA 5001 Australia","Vendor # 103364 GPO Box 1698, Adelaide SA 5001 Australia",29/06/2020,28/07/2020,21/11/2022
BICO6,Bunbury Industrial Controls,AUD,Jennifer Chen,30 Days EOM,"1 Juniper Way, Bunbury WA 6230 Australia","1 Juniper Way, Bunbury WA 6230 Australia",29/06/2020,,
BINE0,Belton IT Nexus Ltd,AUD,Jennifer Chen,COD,"99 Gavin Street, Mt Wellington  1061 New Zealand","99 Gavin Street, Mt Wellington  1061 New Zealand",29/06/2020,,
BKBBS3,Bkb Building Solutions Pty Ltd,AUD,Karen Riddell,COD,"109-111 Wedgewood Road, Hallam VIC 3803 Australia","109-111 Wedgewood Road, Hallam VIC 3803 Australia",29/06/2020,,
BLAY2,Blayney Shire Council,AUD,Karen Riddell,Net 30 Days,"91 Adelaide Street, Blayney NSW 2799 Australia","12 Lawson Street, Blayney NSW 2799 Australia",11/09/2024,12/09/2024,12/09/2024
BLEW2,Blewi Mobile Plant Repairs,AUD,Karen Riddell,COD,"83 Sunrise Road, Yerrinbool NSW 2575 Australia","83 Sunrise Road, Yerrinbool NSW 2575 Australia",6/09/2022,7/09/2022,7/09/2022
BLSC2,Bland Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 21, West Wyalong NSW 2671 Australia","6-8 Shire Street, West Wyalong NSW 2671 Australia",6/12/2021,8/06/2022,8/06/2022
BLWO4,Blackwoods,AUD,Karen Riddell,COD,Gladstone DC QLD 4680 Australia,Gladstone DC QLD 4680 Australia,31/10/2024,31/10/2024,31/10/2024
BMDC2,BMD Constructions,AUD,Karen Riddell,COD,"PO Box 3541, Rhodes NSW 3541 Australia","2 Bapaume Road, Moorebank NSW 2170 Australia",8/10/2024,,
BMDE0U,Blackmagic Design Manufacturing Pte Ltd,USD,Jennifer Chen,Net 45 Days,"1 Kallang Sector #01-03, Singapore  349276 Singapore","1 Kallang Sector #05-03, Singapore  349276 Singapore",29/06/2020,30/06/2020,1/08/2025
BMDE3U,Blackmagic Design Pty Ltd,USD,Jennifer Chen,Net 30 Days,"11 Gateway Court, Port Melbourne VIC 3207 Australia","11 Gateway Court, Port Melbourne VIC 3207 Australia",29/06/2020,23/02/2021,8/09/2023
BMDS4,Bdms Engineering,AUD,Karen Riddell,COD,"92 Mica Street, Carole Park QLD 4300 Australia","92 Mica Street, Carole Park QLD 4300 Australia",29/06/2020,29/07/2020,3/10/2023
BMTG4,Bmt Global,AUD,Jennifer Chen,COD,"Level 8, 200 Creek Street, Brisbane QLD 4000 Australia","Level 8, 200 Creek Street, Brisbane QLD 4000 Australia",29/06/2020,,
BOAS6,Boral Asphalt,AUD,Karen Riddell,Net 30 Days,"130 Fauntleroy Avenue, Perth WA 6105 Australia",Australia,18/11/2021,,
BOCO6,Boodarie Contracting,AUD,Karen Riddell,COD,"PO Box 100, Port Hedland WA 6721 Australia","7A Yamana Street, Wedgefield WA 6722 Australia",14/04/2023,17/04/2023,14/11/2023
BODC7,Break O Day Council,AUD,Karen Riddell,Net 30 Days,"32-344 Georges Bay Esplanade, St Helens TAS 7216 Australia","32-34 Georges Bay Esplanade, St Helens TAS 7216 Australia",29/06/2020,22/09/2020,7/01/2025
BOEN2,Boss Engineering,AUD,Karen Riddell,Net 30 Days,"40 Taylor Avenue, Inverell NSW 2360 Australia","40 Taylor Avenue, Inverell NSW 2360 Australia",29/06/2020,5/08/2020,3/02/2025
BOEQ6,Boya Equipment Pty Ltd,AUD,Karen Riddell,COD,"2 Prestige Parade, Wangara WA 6065 Australia","2 Prestige Parade, Wangara WA 6065 Australia",29/06/2020,13/02/2023,3/04/2025
BOFA2,Boredale Farming,AUD,Karen Riddell,COD,"53 Monument Flats Road, Ungarie NSW 2669 Australia","53 Monument Flats Road, Ungarie NSW 2669 Australia",29/06/2020,,
BOMA2,Porta Products Pty Ltd,AUD,Jennifer Chen,COD,"2 Wella Way, Somersby NSW 2250 Australia","2 Wella Way, Somersby NSW 2250 Australia",29/06/2020,4/11/2021,15/02/2024
BOMG3,Bureau of Meteorology,AUD,Jennifer Chen,COD,"Level 5, 700 Collins Street, Docklands VIC 3165 Australia","Level 5, 700 Collins Street, Docklands VIC 3165 Australia",13/05/2024,24/05/2024,31/10/2024
BORA4,Bowen Rail Company Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"Unit 2/62 Williams Street, Bowen QLD 4805 Australia","Unit 2/62 Williams Street, Bowen QLD 4805 Australia",27/09/2023,27/09/2023,28/07/2025
BPBB8,Lif Pty Ltd Atf Loc Gov Property Fund,AUD,Kurt Schober,30 Days EOM,Australia,Australia,29/06/2020,,
BPSC2,BRIDGEPOINT SHOPPING CENTRE,AUD,Kurt Schober,30 Days EOM,Australia,Australia,1/07/2020,30/06/2020,30/06/2020
BRAU7,Broadcast Australia Pty Ltd,AUD,Jennifer Chen,COD,"52 Garfield Street, Launceston TAS 7250 Australia","52 Garfield Street, Launceston TAS 7250 Australia",29/06/2020,4/08/2021,11/04/2025
BRAV8,Adani Mining Pty Ltd T/A Bravus Mining & Resources,AUD,Karen Riddell,COD,"PO Box 967, Townsville QLD 4810 Australia","Moray Charmichael Boundary Rd, Belyando QLD 4721 Australia",23/06/2021,23/06/2021,19/07/2021
BRCO8,Barcaldine Regional Council,AUD,Karen Riddell,COD,"P.O. Box 191, Barcaldine QLD 4725 Australia","P.O. Box 191, Barcaldine QLD 4725 Australia",29/06/2020,,
BRDRE2,Bradken Resources Pty Ltd,AUD,Jennifer Chen,30 Days EOM,"20 McIntosh Drive, Mayfield West NSW 2304 Australia","20 McIntosh Drive, Mayfield West NSW 2304 Australia",22/07/2025,,
BRES3,BRE Services Co Pty Ltd,AUD,Karen Riddell,COD,"82 Northgate Drive, Thomas Town VIC 3074 Australia","82 Northgate Drive, Thomas Town VIC 3074 Australia",22/08/2024,23/08/2024,23/08/2024
BRHAD8,Brad Hards,AUD,Jennifer Chen,PIA,Australia,Australia,29/06/2020,20/10/2020,20/10/2020
BRHI2,Brycker Hire,AUD,Karen Riddell,COD,"182 Orlando Street, Coffs Harbour NSW 2450 Australia","182 Orlando Street, Coffs Harbour NSW 2450 Australia",29/06/2020,,
BSAE4,Bright Spark Autos Pty ltd,AUD,Karen Riddell,COD,"35 Wing Crescent, Mackay QLD 4740   Australia","35 Wing Crescent, Mackay QLD 4740   Australia",30/04/2025,30/04/2025,30/04/2025
BSCO2I,Bourke Shire Council,AUD,Karen Riddell,COD,"PO Box 211, Bourke NSW 2840 Australia","PO Box 211, Bourke NSW 2840 Australia",29/06/2020,,
BSCO2K,Byron Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 219, Mullumbimby NSW 2482 Australia","PO Box 219, Mullumbimby NSW 2482 Australia",29/06/2020,25/11/2020,6/02/2021
BSCO8,Ballina Shire Council,AUD,Karen Riddell,COD,"40 Cherry Street, Ballina NSW 2478 Australia","40 Cherry Street, Ballina NSW 2478 Australia",29/06/2020,,
BSCO8F,Berrigan Shire Council,AUD,Karen Riddell,Net 30 Days,"56 Chanter St, Berrigan NSW 2712 Australia","56 Chanter St, Berrigan NSW 2712 Australia",29/06/2020,29/10/2020,8/08/2024
BSCO8G,Bogan Shire Council,AUD,Karen Riddell,Net 30 Days,"P.O. Box 221, Nyngan NSW 2825 Australia","P.O. Box 221, Nyngan NSW 2825 Australia",29/06/2020,26/10/2021,27/03/2025
BSFA3,Bay Sea Farms Pty Ltd,AUD,Karen Riddell,COD,"21 Bennetts Road, Mornington VIC 3931 Australia","21 Bennetts Road, Mornington VIC 3931 Australia",29/06/2020,,
BSHE3,Blamey Saunders Hearing,AUD,Karen Riddell,Net 30 Days,"364 Albert Street, East Melbourne VIC 3002 Australia","364 Albert Street, East Melbourne VIC 3002 Australia",29/06/2020,18/02/2021,14/07/2021
BSJA2,BSJ Auto Electrics,AUD,Karen Riddell,COD,"27 Cessna Crescent, Ballina NSW 2478 Australia","27 Cessna Crescent, Ballina NSW 2478 Australia",29/06/2020,,
BSOR2,Bilpin Springs Orchard,AUD,Karen Riddell,COD,"2550 Bells Line Of Road, Bilpin NSW 2758 Australia","2550 Bells Line Of Road, Bilpin NSW 2758 Australia",29/06/2020,,
BTCR4,BTC Repairs,AUD,Karen Riddell,COD,"1 Garvey Street, Wynnum QLD 4178 Australia","1 Garvey Street, Wynnum QLD 4178 Australia",29/06/2020,,
BUAE2,Buckland Auto Electrical P/L,AUD,Karen Riddell,30 Days EOM,"5 Brady Street, Unanderra NSW 2526 Australia","5 Brady Street, Unanderra NSW 2526 Australia",29/06/2020,30/06/2020,16/04/2024
BUCC7,Burnie City Council,AUD,Karen Riddell,Net 30 Days,"80 Wilson Street, Burnie TAS 7320 Australia","80 Wilson Street, Burnie TAS 7320 Australia",19/02/2025,19/02/2025,10/04/2025
BUCO4,Burdekin Council,AUD,Karen Riddell,Net 30 Days,"Jones St Depot, Ayr QLD 4807 Australia","Jones St Depot, Ayr QLD 4807 Australia",29/06/2020,23/03/2021,2/10/2024
BUDFO,Buderim Foods Pty Ltd,AUD,Kurt Schober,Net 30 Days,"50 Pioneer Rd, Yandina QLD 4561 Australia","50 Pioneer Rd, Yandina QLD 4561 Australia",27/07/2022,,
BUGR6,Bunbara Group,AUD,Karen Riddell,COD,"5/16 Kearns Crescent, Ardross WA 6153 Australia","5/16 Kearns Crescent, Ardross WA 6153 Australia",1/02/2024,,
BUMU2,Bucher Municipal,AUD,Karen Riddell,45 Days EOM,"19 Astoria Street, Marsden Park NSW 2756 Australia","19 Astoria Street, Marsden Park NSW 2756 Australia",29/06/2020,28/07/2020,30/06/2025
BURC8,Bundaberg Regional Council,AUD,Karen Riddell,Net 30 Days,"PO Box 3130, Bundaberg QLD 4670 Australia","190 Bourbong Street, Bundaberg Central QLD 4670 Australia",29/06/2020,2/09/2020,25/03/2025
BUSC8,Burke Shire Council,AUD,Karen Riddell,COD,"Council Depot, Burketown QLD 4830 Australia","Council Depot, Burketown QLD 4830 Australia",29/06/2020,,
BUSGR2,Busways Group Pty Ltd,AUD,Karen Riddell,Net 30 Days,"Locked Bag 1015, Gordon NSW 2072 Australia","49-75 Buffalo Street, Ryde NSW 2112 Australia",19/06/2024,19/08/2024,19/08/2024
BUSU4,Bundaberg Sugar,AUD,Karen Riddell,COD,"Bingera Mill Gin Gin Road, South Kolan QLD 4670 Australia","Bingera Mill Gin Gin Road, South Kolan QLD 4670 Australia",29/06/2020,,
BVGFS,BVG Family Superfund,AUD,Matt Bellingham,COD,"1a Mount Auburn Rd, Berala NSW 2141 Australia","1a Mount Auburn Rd, Berala NSW 2141 Australia",23/10/2023,25/10/2023,21/11/2023
BVSC2,Bega Valley Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 492, Bega NSW 2550 Australia","PO Box 492, Bega NSW 2550 Australia",29/06/2020,3/08/2020,17/05/2021
BWRTE2,BWR Technologies Pty Ltd,AUD,Kurt Schober,Net 30 Days,"PO Box 6686, North Ryde NSW 2113 Australia","Unit 13, 2-6 Chaplin Dr, Lane Cove West NSW 2066 Australia",1/12/2022,22/06/2023,30/06/2025
CAAL8,Calardu Albury Pty Ltd,AUD,Kurt Schober,Net 30 Days,"PO Box 484, Albury NSW 2640 Australia","94 Borella Road, East Albury NSW 2640 Australia",29/06/2020,1/07/2020,23/07/2025
